제목,연수 분야,시간,후기,별점,날짜,가격
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,교사를 변화의 주체로 평가를 핵심 변화로 당면한 미래를 준비하는 연수라고 생각해요.,5,2024-06-09,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,"요새 주변에서 IB교육이 핫한데, 대체 IB교육이 뭘까 궁금하던 차에 온라인 연수 수강 기회가 주어져 듣게 되었습니다. 연수를 들으며, IB교육이 무엇인지, 또 무엇을 지향하는 지 잘 이해되는 친절한 연수였습니다. 현재의 교육 시스템 안에서 가르치는 데 무언가 답답함과 불편함을 겪었던 선생님들께 이 연수를 추천하고 싶습니다.",5,2024-05-31,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,IB교육에대한 개괄적이해와 실천방법에 대해 생각할 수 있는 기회가 되었습니다.,5,2024-05-30,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,교육의 패러다임 변화에 대한 고민을 생각해보고 흐름을 같이 공유할 수 있어서 좋았습니다. 심화과정을 통해 현장에서의 적용의 실제를 알 수 있으면 좋을 것 같습니다.,5,2024-05-30,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,"IB 교육이 집어 넣는 교육이 아니라 학생들의 다양한 능력과 생각을 꺼내는 교육이 가능하다는 점이 한국 교육에서도 적용이 되면 좋겠다는 간절한 바람이 있습니다. 비판적이고 창의적인 학습 능력을 키울 수 있는 교육으로 변화하려면 가장 중요한 것은 객관식 평가에 익숙한 한국 교육 시험에서 서술식 평가에 대한 공정함과 학생, 보호자들이 교사의 서술적 평가에 신뢰할 수 있는 시간이 걸릴 거라는 생각이 듭니다. 성급하게 도입하지 말고 차근차근 IB 교육이 가능할 수 있도록 교사의 IB 교육 연수와 수업 나눔 활동이 활발하게 이루어지면 좋겠습니다. 그리고 서술적 평가에 대한 객관적 신뢰도가 쌓일 수 있는 사회적 분위기 조성도 중요하다고 생각합니다. 수업연구 외에 학교 현장에서 이루어지는 다양한 공문 및 업무 등에서 교사들이 자유로울 수 있도록 수업 외의 업무에 대한 행정적 제도가 절실하게 필요합니다.",5,2024-05-27,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,새로운 교육과정에 대비하고 수업과 평가의 변화를 준비하기에 유익한 강의였습니다,5,2024-05-27,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,"평소에 IB가 궁금하고 관심이 있었지만, 어떤 것인지 잘 알지 못했던 선생님들께서는 꼭 한 번 들어보시기 바랍니다! 매우 자세하고 명료한 설명으로 IB에 대해 누군가 물어본다면 대답해줄 수 있을 정도로 얻을 수 있는 정보가 많은 연수입니다^^*",5,2024-05-26,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,미래교육과 더불어 떠오르는 IB프로그램에 대해 전반적인 내용을 알아 볼 수 있는 연수였습니다. 이 연수를 통해 IB프로그램 도입부터 현재까지 진행 과정을 쉽게 이해할 수 있었고 알찬 시간이었습니다. 공교육에 잘 정착되었으면 하는 바램입니다.,5,2024-05-26,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,현장에서 수업을 하거나 대화시에도 생각을 꺼내어 대화하는 노력을 해야함을 체감하는 연수였습니다. 아울러 가능한 교육과정에 널리 적요되기를 희망합니다,5,2024-05-24,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,기초학력이 중요하며 그위의 학습으로 IB교육을 한다면 우리 학생들의 역량을 더욱 끌어 올릴 것 같다는 생각이 들었습니다.,5,2024-05-24,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,IB에 대해 자세히 들을 수 있는 연수였습니다.,5,2024-05-24,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,세계교육의 흐름에 비추어 AI와 공존하는 시대로 탈바꿈하는 이 시점에서 우리 교육이 어떠한 방향성을 가지고 이루어져야 하는지 여실히 느끼게 해주는 강의입니다! 강추!!!!,5,2024-05-23,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,이혜정 소장님의 IB 교육에 대한 소신이 있어서 알기 쉬게 배우게 되었습니다. 감사합니다.,5,2024-05-23,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,소문으로만 듣던 ib과정에 대해 기본 어휘부터 이해할 수 있어 좋았습니다.,5,2024-05-23,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,"IB교육이란 용어가 생소하여 대체 어떤 교육일까? 라는 궁금증을 가지고 연수를 신청했다. 생각을 꺼내는 교육, 늘 교사로서 가졌던 질문이었다. 어떻게 아이들의 생각을 끄집어 낼 수 있을까? 교사가 먼저 알아야 우리 아이들이 미래에 필요한 역량을 기를수 있겠다. 많은 교사들에게 추천하고 싶은 연수였다.",5,2024-05-23,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,교수님의 열강에 감사 드립니다. 또한 교육현장에서 우리가 어떤 방향으로 변화해야할지를 안내해 주심에 감사드립니다.,5,2024-05-23,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,강사님의 말씀 하나 하나가 교육의 변화를 요구하는 것 같아 따르고 싶고 더 배우고 싶은 연수였습니다. 반복으로 듣고 싶어요,5,2024-05-22,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,IB교육이 어떤 교육인지 감이 오지 않아 신청한 연수인데 대한민국에 왜 IB 교육이 필요한지 알게되었고 미래 사회에 적응하는 인재를 기르기 위해 IB 교육의 공교육에 도입이 필요하다는 것을 알게되었습니다.,5,2024-05-22,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,IB에 대해 알고 싶다면 이 연수를 들으면 될 것 같아요. 연수가 도움이 많이 되었습니다. 감사드립니다.,5,2024-05-21,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,IB교육에 대해서 잘 듣고 배운 바를 실천하도록 노력하겠습니다. 좋은 연수 감사합니다.,4,2024-05-21,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,"IB가 무엇인지, 왜 필요한지를 전문가의 말로 들을 수 있어서 좋았다.",5,2024-05-20,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,IB교육에 관심을 가지고 있는 관리자로서 기본적인 개념과 이해에 도움이 되는 연수임,5,2024-05-20,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,ib가 대체 무엇인가 궁금하다면 추천드립니다.,5,2024-05-20,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,IB교육 과정에 대한 배우고 싶은 마음으로 선택하게 된 연수입니다. 수업과 평가를 바꾸고 올바르게 가르치고 싶은 마음으로 듣게 되었습니다. 앞으로 IB교육 과정 연수가 더 많이 개설되기를 희망합니다.,5,2024-05-19,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,우리나라 교육과정의 패러다임 변화가 필요하다고 생각하게됨.,5,2024-05-19,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,학생들의 생각을 꺼내 잘 다듬고 소통하는 방안을 고민하던 중 IB 교육을 잘 모르는 상황에서 연수를 듣게 되었습니다. 연수를 듣고 IB에 관심이 생겼고 초등 수업 및 교육과정에 적용해 보고 싶습니다. 좀더 전문적인 과정의 연수가 생긴다면 참여해 보고 싶습니다.,5,2024-05-16,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,전국적으로 IB열풍이 불고 있는데 역사적인 배경과 철학 등 모든 것이 궁금하였습니다. 이혜정 소장님의 모든 강의가 알차고 쏙쏙 들어오는 연수였습니다.^^,5,2024-05-15,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,평소에 IB교육에 관심이 있었는데 이번 연수를 통해 심도 있게 알게 되었던 것 같습니다.,5,2024-05-14,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,차근차근 따라하면 전문가 느낌이 납니다.,5,2024-05-13,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,"생소하게 들었던 낱말이 너무 많았고, 때문에 한 번 들어서는 이해가 되지 않는 내용도 많았습니다. 경제 관념이 없어 이렇게 힘든 생활을 나만 해온 건 아닐까? 하는 생각도 했지만 우리 선생님들은 대부분 이렇게 아이들과 뒹굴기만 했지 기본적으로 알아야 하는 경제 지식이 너무 부족한 건 아닐까? 하는 안타깝다고 해야 하나? ..... 모르는게 약이라고 그런 하루하루를 살아가는 행복한 선생님들! 이제는 노후를 대비하는 생활습관도 필요하고, 중요하니, 이제부터라도 이번 연수를 계기로 관심을 학교 밖으로도 돌려야겠다고 생각해봅니다. ~~~^^",5,2024-05-13,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,"IB 담당 선생님께서 교직원 연수 시간에 설명해주셔서 관심이 갔는데, IB가 무엇인지 알 수 있는 알찬 연수입니다.",5,2024-05-13,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,IB에 대한 막연했던 생각을 체계적으로 정리할 수 있는 유익한 연수였습니다. 국내 교육현장에 적용한 사례에 대한 연수도 있었으면 합니다.,5,2024-05-12,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,"IB 프로그램에 대해 책으로 공부하는 것도 중요했는데, 선구자라 할 수 있는 이혜정 소장님의 강의를 눈 앞에서 대화하는 것처럼 들으니 그동안 궁금했던 부분도 해소가 되었다. 처음 도입할 때의 막연함, 두려움은 당연한 거고, 그것 때문에 회피하는 것은 변화와 발전이 없다. 우리 학교도 관심단계까지만이라도 나아갔으면 좋겠다는 생각을 한다.",5,2024-05-12,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,새로운 시대를 살아갈 수 있는 역량을 학생들에게 길러줄 수 있는 패러다임 전환에 대한 연구와 실행의 현 주소를 알게 되어 좋았습니다. 제가 하는 학생들과의 활동에서 집어넣는 교육이 아닌 꺼내는 교육이 되도록 숙고하게 된 것 같습니다.,5,2024-05-12,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,교육과 평가에 대한 패러다임을 바꾸게 하는 강의였습니다. 15차시 모두 하나도 놓칠 수 없을 만큼 유익했고 주변 사람들에게도 권하고 싶습니다.,5,2024-05-09,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,IB교육이 무엇인지 그 의미와 필요성에 대하여 전반적으로 이해할 수 있었던 유익한 연수였습니다~!,5,2024-05-08,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,IB교육이란 무엇인지 전반적인 내용을 파악하게 되었고 새로운 교육의 패러다임으로서 정착되기 위한 여러 가지 요소들을 알게 되어 정말 유익한 연수였음.,5,2024-05-08,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,집어 넣는 교육이 아닌 꺼내는 교육을 위해 아이들에게 많이 생각하는 시간을 주고 다양한 발상을 할 수 있도록 지도해야겠다.,5,2024-05-08,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,IB교육에 대한 강의가 몰입하기 좋은 강사의 진행으로 전반적인 흐름을 살펴볼 수 있어서 좋았습니다.,5,2024-05-08,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,연수를 들으며 교실에서 작게나마 실천해 보려고 하고 있습니다. 입시부터 교육제도가 하루 속히 바뀌어야 한다고 생각합니다. 좋은 연수 잘 들었습니다.,5,2024-05-07,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,여행영어 따라하기 연수 콕 집어 쏙쏙 집어주시는 선생님 무척 재미 있어요 선생님 영어 배우고 외국여행에서 조금씩 말문이 트일것 같습니다 감사합니다^^,5,2024-05-06,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,교사들의 자발성으로 일어난 혁신학교가 와해되는 원인 중 하나가 평가 패러다임의 변화를 주지 못한 데에 기인한다. IB 교육이 우리나라 들어오는 과정이 연구된 결과를 바탕으로 체계적으로 도입 되었으면 좋겠다.,5,2024-05-01,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,한국형 IB를 어떤 방식으로 그려나가야 할 지에 대해 고민해 보는 시간이었습니다.,5,2024-05-01,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,최근 대구교육청에서 추진하고 있는 IB교육의 여러 정보들을 알수 있었던 연수였기에 유익했던 시간이었습니다.,5,2024-05-01,50000
"생각을 꺼내는 교육, 이제는 IB 시대",학습지도,15,"IB교육에 대한 깊이 있고, 이해를 높일수 있는 질적으로 우수한 연수 였다고 생각합니다. 다만 아쉬웠던 것은 이현정소장님의 본래의 목소리는 전달력이 좋은것으로 아는데 음질이 너무 떨어지고, 방방 거려서 폰으로 연수를 이수했습니다. 암튼 IB에 대한 전반적인 이해도 높이는데 매우 도움이 되었습니다. 감사합니다.",5,2024-04-29,50000
